"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/deletelater.deletelater","0","23","5","1","186.186539","0","74"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","69","1","1","149.766663","0","2462"
"/Game/Materials/Outline.Outline","0","6","1","1","8.803339","0","26"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","4","1","1","7.075767","0","13"
"/Game/Materials/MV_CNAOR.MV_CNAOR","0","25","1","1","57.477470","0","349"
"/Game/Materials/Playground/2.2","0","23","1","1","50.470844","0","284"
"/Game/Materials/Playground/M_CN.M_CN","0","28","1","1","59.669292","0","433"
"/Game/Materials/M_CNAOR.M_CNAOR","0","46","1","1","101.399948","0","1126"
"/Game/Props/Playground/Basketball.Basketball","0","23","1","1","50.353535","0","298"
"/Game/Props/Playground/Basketball_Backboard.Basketball_Backboard","0","23","1","1","51.105812","0","298"
"/Game/Props/Playground/Basketball_Rim.Basketball_Rim","0","23","1","1","49.499866","0","298"
"/Game/Materials/Playground/3_Tower_2.3_Tower_2","0","23","1","1","50.783882","0","298"
"/Game/Materials/Playground/6.6","0","23","2","1","49.255150","0","296"
"/Game/Materials/Playground/Base_house.Base_house","0","23","1","1","49.189617","0","298"
"/Game/Materials/Playground/House_.House_","0","23","1","1","49.605801","0","298"
"/Game/Materials/Playground/Sandbox_.Sandbox_","0","23","1","1","48.896191","0","276"
"/Game/Materials/Playground/Slide.Slide","0","23","1","1","49.418461","0","298"
"/Game/Materials/Playground/Tower_1.Tower_1","0","23","1","1","48.754398","0","278"
"/Game/Materials/Playground/M_CMRNO.M_CMRNO","0","25","1","1","52.735428","0","258"
"/Game/Materials/Trees/Bark01-_Main.Bark01-_Main","0","25","1","1","53.500832","0","223"
"/Game/Materials/Trees/Branch01-_main.Branch01-_main","0","23","1","1","49.920330","0","238"
"/Game/Materials/Trees/Branch02-main.Branch02-main","0","23","1","1","48.501633","0","218"
"/Game/Materials/Trees/Branch03-main.Branch03-main","0","23","1","1","50.047962","0","277"
"/Game/Materials/Trees/Branch04-main.Branch04-main","0","23","1","1","50.001129","0","217"
"/Game/Props/Playground/Basketball_size6.Basketball_size6","0","46","1","1","100.750229","0","950"
"/Game/Materials/M_CR.M_CR","0","23","1","1","48.288025","0","238"
"/Game/Materials/Litter/M_Banana.M_Banana","0","23","1","1","49.109764","0","259"
"/Game/Materials/Litter/M_CMNR.M_CMNR","0","23","1","1","49.330410","0","252"
"/Game/Materials/Litter/M_Cig.M_Cig","0","23","1","1","49.476852","0","278"
"/Game/Materials/Litter/M_C2.M_C2","0","23","1","1","50.378304","0","280"
"/Game/Materials/Litter/M_CHR.M_CHR","0","38","1","1","68.679298","0","630"
"/Game/MSPresets/M_MS_Default_Material/M_MS_Default_Material.M_MS_Default_Material","0","46","1","1","101.334419","0","835"
"/Engine/EditorMaterials/MatineeCam_mat.MatineeCam_mat","0","14","1","1","30.674210","0","95"
"/Game/Materials/Ground.Ground","0","695","22","15","1681.408325","48","8988"
"/Game/Materials/Trees/Leaf_Main.Leaf_Main","0","82","2","1","160.629608","0","2110"
"/Game/MSPresets/M_MS_Decal_Material/M_MS_Decal_Material.M_MS_Decal_Material","0","23","1","1","94.150543","23","351"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","0","5","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","0","18","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","0","12","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","28","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","153","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","5","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","5","1","0.000000","0","0"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","0","0","4","1","0.000000","0","0"
"/Game/VRTemplate/Materials/DefaultRibbonMaterial_NoGradient.DefaultRibbonMaterial_NoGradient","0","0","25","1","0.000000","0","0"
"/Engine/VREditor/Devices/Generic/GenericHMDMaterial.GenericHMDMaterial","0","0","14","1","0.000000","0","0"
"/Game/VRTemplate/Materials/M_VRCursor.M_VRCursor","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","37","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","37","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","37","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","46","2","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","9","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/OpenXR/Devices/M_XRController.M_XRController","0","0","42","3","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","56","6","0.000000","0","5"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","53","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","29","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","26","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","117","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","139","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","839","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","0","0","14","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","145","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","58","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","84","1","0.000000","0","0"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","0","0","14","1","0.000000","0","0"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","0","0","16","1","0.000000","0","0"
